iteration,max_diff,R_max_diff,W_max_diff,Z_diff
1,1.2208984233295745,1.2208984233295745,0.2014367052409917,0.3665267139377215
2,0.2915177594327958,0.2915177594327958,0.1973521433658987,0.0323197117765444
3,0.1958688013741054,0.0510172705534301,0.1958688013741054,0.0039642609447798
4,0.1951424294278792,0.0573882655058407,0.1951424294278792,0.0039884613322827
5,0.1945116835235854,0.0609107173747408,0.1945116835235854,0.0037846671182687
6,0.1938688430497732,0.0583328589466165,0.1938688430497732,0.0037369206472261
7,0.1931794593240018,0.0567010966535990,0.1931794593240018,0.0037163475822339
8,0.1924337751922513,0.0562953732718442,0.1924337751922513,0.0036916157948704
9,0.1916286471743263,0.0562567243523065,0.1916286471743263,0.0036657298400204
10,0.1907622070902274,0.0561561281196068,0.1907622070902274,0.0036385410875011
11,0.1898330747630784,0.0559511801951015,0.1898330747630784,0.0036094956195184
12,0.1888404746843123,0.0556998359139737,0.1888404746843123,0.0035785833094052
13,0.1877841985077771,0.0554358818318914,0.1877841985077771,0.0035458339426761
14,0.1866644250624376,0.0551635649874380,0.1866644250624376,0.0035112653223533
15,0.1854815571793024,0.0548782523295412,0.1854815571793024,0.0034749094546344
16,0.1842361299307271,0.0545770090606016,0.1842361299307271,0.0034368065103506
17,0.1829287716498952,0.0542594649009696,0.1829287716498952,0.0033970008531061
18,0.1815601877256503,0.0539261060231898,0.1815601877256503,0.0033555406200364
19,0.1801311505377357,0.0535773006089748,0.1801311505377357,0.0033124771963769
20,0.1786424908758310,0.0532131923434393,0.1786424908758310,0.0032678647079002
21,0.1770950908719710,0.0528338520636931,0.1770950908719710,0.0032217596969548
22,0.1754898788498108,0.0524393706727285,0.1754898788498108,0.0031742208785439
23,0.1738278258569608,0.0520298701370119,0.1738278258569608,0.0031253089374722
24,0.1721099433364581,0.0516054884064051,0.1721099433364581,0.0030750863573523
25,0.1703372814671080,0.0511663697369406,0.1703372814671080,0.0030236172708128
26,0.1685109278929121,0.0507126633478629,0.1685109278929121,0.0029709673231855
27,0.1666320067042938,0.0502445249272938,0.1666320067042938,0.0029172035448696
28,0.1647016776009841,0.0497621176944081,0.1647016776009841,0.0028623942293001
29,0.1627211351886850,0.0492656126431018,0.1627211351886850,0.0028066088142340
30,0.1606916083692145,0.0487551885169122,0.1606916083692145,0.0027499177648647
31,0.1586143597904843,0.0482310318600661,0.1586143597904843,0.0026923924575270
32,0.1564906853304220,0.0476933371815122,0.1564906853304220,0.0026341050634866
33,0.1543219135961299,0.0471423071662722,0.1543219135961299,0.0025751284321249
34,0.1521094054249080,0.0465781528903001,0.1521094054249080,0.0025155359733094
35,0.1498545533772292,0.0460010940304608,0.1498545533772292,0.0024554015386721
36,0.1475587812139194,0.0454113590741263,0.1475587812139194,0.0023947993017723
